1,Elon Musk was born in South Africa.,[],[],[],[],"['birthPlace(""Elon_Musk"",""Pretoria"")', 'birthPlace(""Elon_Musk"",""Transvaal_Province"")', 'parent(""Elon_Musk"",""Maye_Musk"")', 'residence(""Elon_Musk"",""California"")', 'residence(""Elon_Musk"",""Los_Angeles"")', 'residence(""Elon_Musk"",""Bel_Air,_Los_Angeles"")', 'birthPlace(""Kimbal_Musk"",""Pretoria,_South_Africa"")', 'country(""Pretoria"",""South_Africa"")', 'largestCity(""South_Africa"",""Johannesburg"")', 'birthPlace(""Cyril_Ramaphosa"",""Union_of_South_Africa"")', 'location(""South_African_rand"",""Botswana"")', 'location(""South_African_rand"",""Namibia"")', 'location(""South_African_rand"",""South_Africa"")', 'location(""South_African_rand"",""Swaziland"")', 'location(""South_African_rand"",""South_West_Africa"")', 'location(""South_African_rand"",""Lesotho"")', 'location(""South_African_rand"",""Bechuanaland_Protectorate"")', 'location(""South_African_rand"",""Basutoland"")', 'country(""Bloemfontein"",""South_Africa"")', 'country(""Cape_Town"",""South_Africa"")', 'country(""Johannesburg"",""South_Africa"")', 'location(""National_Assembly_of_South_Africa"",""Cape_Town"")', 'location(""National_Assembly_of_South_Africa"",""Houses_of_Parliament,_Cape_Town"")', 'location(""National_Council_of_Provinces"",""South_Africa"")', 'birthPlace(""Jacob_Zuma"",""Union_of_South_Africa"")', 'location(""Parliament_of_South_Africa"",""Republic_of_South_Africa"")', 'location(""Parliament_of_South_Africa"",""Houses_of_Parliament,_Cape_Town"")', 'birthPlace(""Elon_Musk"",""California"")', 'birthPlace(""Elon_Musk"",""Los_Angeles"")', 'birthPlace(""Elon_Musk"",""Bel_Air,_Los_Angeles"")']","[""birthPlace('Elon_Musk', 'Bel_Air,_Los_Angeles') 1.0"", ""birthPlace('Elon_Musk', 'Pretoria') 1.0"", ""birthPlace('Elon_Musk', 'Transvaal_Province') 1.0"", ""birthPlace('Kimbal_Musk', 'Pretoria,_South_Africa') 1.0"", ""birthPlace('Elon_Musk', 'Los_Angeles') 1.0"", ""birthPlace('Elon_Musk', 'California') 1.0"", ""birthPlace('Jacob_Zuma', 'Union_of_South_Africa') 1.0"", ""birthPlace('Cyril_Ramaphosa', 'Union_of_South_Africa') 1.0""]"
2,Satya Nadella was born in Hyderabad.,[],[],[],[],"['birthPlace(""Satya_Nadella"",""India"")', 'birthPlace(""Satya_Nadella"",""Telangana"")', 'country(""Hyderabad"",""India"")', 'birthPlace(""Konda_Vishweshwar_Reddy"",""Hyderabad"")', 'birthPlace(""Malla_Reddy"",""Hyderabad_(India)"")', 'birthPlace(""Asaduddin_Owaisi"",""Hyderabad"")', 'birthPlace(""Bandaru_Dattatreya"",""Hyderabad"")', 'birthPlace(""Bandaru_Dattatreya"",""Hyderabad_State"")', 'birthPlace(""Muhammad_Quli_Qutb_Shah"",""Hyderabad"")', 'Hyderabad,', 'location(""Hyderabad_Metropolitan_Development_Authority"",""Hyderabad"")', 'location(""Hyderabad_Metropolitan_Development_Authority"",""Telangana"")', 'residence(""Bonthu_Ram_Mohan"",""Hyderabad,_India"")', 'residence(""Konda_Vishweshwar_Reddy"",""Hyderabad"")', 'residence(""Malla_Reddy"",""Hyderabad_(India)"")', 'residence(""Asaduddin_Owaisi"",""Hyderabad"")', 'residence(""Bandaru_Dattatreya"",""Hyderabad"")', 'Hyderabad,', 'birthPlace(""Bonthu_Ram_Mohan"",""Hyderabad,_India"")']","[""birthPlace('Satya_Nadella', 'Telangana') 1.0"", ""birthPlace('Konda_Vishweshwar_Reddy', 'Hyderabad') 1.0"", ""birthPlace('Muhammad_Quli_Qutb_Shah', 'Hyderabad') 1.0"", ""birthPlace('Satya_Nadella', 'India') 1.0"", ""birthPlace('Bandaru_Dattatreya', 'Hyderabad_State') 1.0"", ""birthPlace('Muhammad_Quli_Qutb_Shah', 'Daulat Khan-e-Ali Palace, Hyderabad, Mughal India') 1.0"", ""birthPlace('Malla_Reddy', 'Hyderabad_(India)') 1.0"", ""birthPlace('Asaduddin_Owaisi', 'Hyderabad') 1.0"", ""birthPlace('Bandaru_Dattatreya', 'Hyderabad') 1.0"", ""birthPlace('Bonthu_Ram_Mohan', 'Hyderabad,_India') 1.0""]"
3,Bill Gates was born in Seattle.,[],[],[],[],"['parent(""Bill_Gates"",""Mary_Maxwell_Gates"")', 'parent(""Bill_Gates"",""William_H._Gates,_Sr."")', 'residence(""Bill_Gates"",""Medina,_Washington"")', 'birthPlace(""Mary_Maxwell_Gates"",""Seattle"")', 'deathPlace(""Mary_Maxwell_Gates"",""Seattle"")', 'largestCity(""Washington_(state)"",""Seattle"")', 'location(""Seattle_City_Council"",""Seattle"")', 'location(""Seattle_City_Council"",""Seattle_City_Hall"")', 'residence(""Ed_Murray_(Washington_politician)"",""Seattle,_Washington"")', 'largestCity(""King_County,_Washington"",""Seattle"")', 'birthPlace(""Bill_Gates"",""Medina,_Washington"")', 'birthPlace(""Ed_Murray_(Washington_politician)"",""Seattle,_Washington"")']","[""birthPlace('Ed_Murray_(Washington_politician)', 'Seattle,_Washington') 1.0"", ""birthPlace('Bill_Gates', 'Medina,_Washington') 1.0"", ""birthPlace('Mary_Maxwell_Gates', 'Seattle') 1.0""]"
4,Mark Zuckerberg was born in New York.,[],[],[],[],"['birthPlace(""Mark_Zuckerberg"",""White_Plains,_New_York"")', 'hometown(""Mark_Zuckerberg"",""Dobbs_Ferry,_New_York"")', 'residence(""Mark_Zuckerberg"",""Palo_Alto,_California"")', 'birthPlace(""Mark_Zuckerberg"",""Dobbs_Ferry,_New_York"")', 'birthPlace(""Mark_Zuckerberg"",""Palo_Alto,_California"")']","[""birthPlace('Mark_Zuckerberg', 'Palo_Alto,_California') 1.0"", ""birthPlace('Mark_Zuckerberg', 'White_Plains,_New_York') 1.0"", ""birthPlace('Mark_Zuckerberg', 'Dobbs_Ferry,_New_York') 1.0""]"
5,Steve Jobs was born in San Fransisco.,[],[],[],[],"['deathPlace(""Steve_Jobs"",""Palo_Alto,_California"")', 'country(""San_Francisco"",""United_States"")', 'location(""San_Francisco_Board_of_Supervisors"",""California"")', 'location(""San_Francisco_Board_of_Supervisors"",""San_Francisco"")', 'location(""San_Francisco_Board_of_Supervisors"",""San_Francisco_City_Hall"")', 'location(""San_Francisco_Municipal_Railway"",""San_Francisco"")', 'location(""Port_of_San_Francisco"",""Central_Embarcadero_Piers_Historic_District"")', 'residence(""Ed_Lee_(politician)"",""San_Francisco"")', 'birthPlace(""Steve_Jobs"",""Palo_Alto,_California"")', 'birthPlace(""Ed_Lee_(politician)"",""San_Francisco"")']","[""birthPlace('Ed_Lee_(politician)', 'San_Francisco') 1.0"", ""birthPlace('Steve_Jobs', 'Palo_Alto,_California') 1.0""]"
6,Barack Obama was born in Hawaii.,[],[],[],[],"['birthPlace(""Barack_Obama"",""Honolulu"")', 'birthPlace(""Barack_Obama"",""Kapiolani_Medical_Center_for_Women_and_Children"")', 'residence(""Barack_Obama"",""White_House"")', 'predecessor(""Barack_Obama"",""Alice_Palmer_(politician)"")', 'predecessor(""Barack_Obama"",""Peter_Fitzgerald_(politician)"")', 'predecessor(""Barack_Obama"",""George_W._Bush"")', 'birthPlace(""Barack_Obama_Sr."",""Rachuonyo_District"")', 'birthPlace(""Barack_Obama_Sr."",""Kenya_Colony"")', 'birthPlace(""Barack_Obama_Sr."",""Nyang\'oma_Kogelo"")', 'deathPlace(""Barack_Obama_Sr."",""Nairobi"")', 'country(""Hawaii"",""United_States"")', 'location(""Kapiolani_Medical_Center_for_Women_and_Children"",""Honolulu,_Hawaii"")', 'parent(""Barack_Obama_Sr."",""Family_of_Barack_Obama"")', 'predecessor(""Kwame_Raoul"",""Barack_Obama"")', 'location(""Hawaii_House_of_Representatives"",""Honolulu,_HI"")', 'location(""Hawaii_House_of_Representatives"",""Hawaii_County,_Hawaii"")', 'location(""Hawaii_House_of_Representatives"",""Hawaii_State_Capitol"")', 'location(""Hawaii_Senate"",""Honolulu,_HI"")', 'location(""Hawaii_Senate"",""Hawaii_County,_Hawaii"")', 'location(""Hawaii_Senate"",""Hawaii_State_Capitol"")', 'location(""Hawaii_State_Legislature"",""Honolulu"")', 'location(""Hawaii_State_Legislature"",""Hawaii"")', 'location(""Hawaii_State_Legislature"",""Hawaii_State_Capitol"")', 'birthPlace(""Barack_Obama_Sr."",""Nairobi"")', 'birthPlace(""Barack_Obama"",""White_House"")']","[""birthPlace('Barack_Obama_Sr.', 'Kenya_Colony') 1.0"", ""birthPlace('Barack_Obama', 'White_House') 1.0"", ""birthPlace('Barack_Obama', 'Honolulu') 1.0"", ""birthPlace('Barack_Obama_Sr.', 'Rachuonyo_District') 1.0"", 'birthPlace(\'Barack_Obama_Sr.\', ""Nyang\'oma_Kogelo"") 1.0', ""birthPlace('Barack_Obama', 'Kapiolani_Medical_Center_for_Women_and_Children') 1.0"", ""birthPlace('Barack_Obama_Sr.', 'Nairobi') 1.0""]"
7,Jack Ma was born in Hangzhou.,[],[],[],[],"['birthPlace(""Jack_Ma"",""China"")', 'birthPlace(""Jack_Ma"",""Zhejiang"")', 'location(""Hangzhou"",""Hangzhou"")', 'country(""Hangzhou_Normal_University"",""People\'s_Republic_of_China"")', 'country(""Hangzhou_Railway_Station"",""China"")', 'country(""Xihu_District,_Hangzhou"",""People\'s_Republic_of_China"")']","[""birthPlace('Jack_Ma', 'Zhejiang') 1.0"", ""birthPlace('Jack_Ma', 'China') 1.0""]"
8,Larry Page was born in Michigan.,[],"[""birthPlace('Larry_Page', 'East_Lansing,_Michigan') 1.0""]","['birthPlace(""Larry_Page"",""East_Lansing,_Michigan"")']",[],"['birthPlace(""Larry_Page"",""East_Lansing,_Michigan"")', 'residence(""Larry_Page"",""California"")', 'residence(""Larry_Page"",""Palo_Alto,_California"")', 'country(""University_of_Michigan"",""United', 'country(""Michigan"",""United_States"")', 'country(""East_Lansing,_Michigan"",""United_States"")', 'largestCity(""Michigan"",""Detroit"")', 'country(""Lansing,_Michigan"",""United_States"")', 'birthPlace(""Gary_Peters_(politician)"",""Michigan"")', 'birthPlace(""Gary_Peters_(politician)"",""Pontiac,_Michigan"")', 'birthPlace(""Debbie_Stabenow"",""Michigan"")', 'birthPlace(""Debbie_Stabenow"",""Gladwin,_Michigan"")', 'residence(""List_of_Governors_of_Michigan"",""Michigan_Governor\'s_Mansion"")', 'location(""Michigan_House_of_Representatives"",""Lansing,_Michigan"")', 'location(""Michigan_House_of_Representatives"",""Michigan_State_Capitol"")', 'location(""Michigan_Legislature"",""Michigan"")', 'location(""Michigan_Senate"",""Lansing,_Michigan"")', 'location(""Michigan_Senate"",""Michigan"")', 'location(""Michigan_Senate"",""Michigan_State_Capitol"")', 'residence(""Debbie_Stabenow"",""Lansing,_Michigan"")', 'residence(""Debbie_Stabenow"",""Michigan"")', 'birthPlace(""Larry_Page"",""California"")', 'birthPlace(""Larry_Page"",""Palo_Alto,_California"")', 'birthPlace(""List_of_Governors_of_Michigan"",""Michigan_Governor\'s_Mansion"")', 'birthPlace(""Debbie_Stabenow"",""Lansing,_Michigan"")']","[""birthPlace('Debbie_Stabenow', 'Michigan') 1.0"", ""birthPlace('Gary_Peters_(politician)', 'Michigan') 1.0"", ""birthPlace('Larry_Page', 'California') 1.0"", ""birthPlace('Larry_Page', 'Palo_Alto,_California') 1.0"", ""birthPlace('Debbie_Stabenow', 'Gladwin,_Michigan') 1.0"", ""birthPlace('Larry_Page', 'East_Lansing,_Michigan') 1.0"", ""birthPlace('Gary_Peters_(politician)', 'Pontiac,_Michigan') 1.0"", 'birthPlace(\'List_of_Governors_of_Michigan\', ""Michigan_Governor\'s_Mansion"") 1.0', ""birthPlace('Debbie_Stabenow', 'Lansing,_Michigan') 1.0""]"
9,Paul Allen was born in Seattle.,[],"[""birthPlace('Paul_Allen', 'Seattle,_Washington') 1.0""]","['birthPlace(""Paul_Allen"",""Seattle,_Washington"")']",[],"['birthPlace(""Paul_Allen"",""Seattle,_Washington"")', 'residence(""Paul_Allen"",""Mercer_Island,_Washington"")', 'largestCity(""Washington_(state)"",""Seattle"")', 'location(""Seattle_City_Council"",""Seattle"")', 'location(""Seattle_City_Council"",""Seattle_City_Hall"")', 'residence(""Ed_Murray_(Washington_politician)"",""Seattle,_Washington"")', 'largestCity(""King_County,_Washington"",""Seattle"")', 'birthPlace(""Paul_Allen"",""Mercer_Island,_Washington"")', 'birthPlace(""Ed_Murray_(Washington_politician)"",""Seattle,_Washington"")']","[""birthPlace('Paul_Allen', 'Seattle,_Washington') 1.0"", ""birthPlace('Ed_Murray_(Washington_politician)', 'Seattle,_Washington') 1.0"", ""birthPlace('Paul_Allen', 'Mercer_Island,_Washington') 1.0""]"
10,Steve Wozniak was born in San Jose.,[],[],[],[],"['birthPlace(""Steve_Wozniak"",""California"")', 'location(""San_Jose,_California"",""San', 'country(""San_Jose,_California"",""United_States"")', 'location(""San_Jose_City_Council"",""San_Jose,_California"")']","[""birthPlace('Steve_Wozniak', 'California') 1.0""]"
